NrOfTransactions=2;From=6/1/2023;Until=7/31/2024;StartAmount=10000;
WWS,20240313,98.06
DINO,20240319,134.87
GUST,20231031,150.03
WWS,20240223,99.38
DIS,20231017,86.2
WWS,20230905,91.62
DIS,20231205,90.79
WWS,20230803,86.02
DIS,20240524,101.76
DIS,20240108,91.55
DIS,20230927,79.9
FLYN,20231024,84.22
WWS,20240724,111.25
DIS,20240319,114.51
DIS,20230727,85.36
WWS,20230628,82.66
GUST,20240708,166.52
WWS,20240716,115.02
GUST,20230731,156.3
DINO,20240311,139.02
DIS,20230630,89.28
DIS,20240412,114.01
WWS,20230831,92.48
DIS,20240612,100.8
DIS,20240326,119.93
WWS,20240606,106.93
DIS,20230803,85.49
GUST,20230922,151.58
WWS,20230821,89.62
GUST,20231124,151.38
DIS,20240105,90.9
FLYN,20231106,86.69
WWS,20240215,97.94
FLYN,20240123,98.75
GUST,20240220,158.51
GUST,20240326,160.55
WWS,20230825,88.82
GUST,20240221,160.4
GUST,20231002,145.19
WWS,20240201,97.06
DINO,20230915,89.25
DIS,20240312,112.46
FLYN,20231005,82.86
GUST,20240514,165.76
DINO,20240605,162.92
DINO,20240429,138.5
GUST,20231023,148.15
FLYN,20240725,86.03
DIS,20240628,99.29
FLYN,20231226,93.47
DINO,20240222,129.07
FLYN,20230912,85.41
GUST,20231024,149.9
DIS,20230808,88.13
WWS,20240419,93.36
DIS,20240521,103.01
DIS,20240730,93.79
DINO,20240520,153.55
DIS,20230918,85.02
FLYN,20240628,84.95
WWS,20240301,98.51
FLYN,20230919,86.54
GUST,20231227,146.06
DIS,20230712,90.15
DIS,20230928,80.13
WWS,20240725,111.27
FLYN,20240117,97.41
FLYN,20240202,98.56
WWS,20240531,103.1
WWS,20240705,111.64
DIS,20231103,85.07
DIS,20240523,100.66
WWS,20240423,94.5
DINO,20240314,139.62
DIS,20240607,101.54
FLYN,20240311,86.76
FLYN,20230810,85.44
GUST,20240104,148.65
WWS,20231227,92.77
FLYN,20231128,87.23
DINO,20231219,103.87
DIS,20230901,81.64
GUST,20240311,161.55
DINO,20240725,160.28
WWS,20240202,97.51
DINO,20231026,87.45
WWS,20231205,88
DIS,20240304,113.69
FLYN,20240603,83.6
GUST,20240119,147.57
GUST,20230621,149.44
WWS,20231116,88.37
FLYN,20240122,99.59
DINO,20231027,85.99
DINO,20240611,165.71
GUST,20240517,167.64
FLYN,20230925,83.27
DINO,20230905,94.6
WWS,20240715,113.81
DINO,20230922,85.64
WWS,20240321,99.18
GUST,20230815,154.79
FLYN,20240627,84.28
FLYN,20231025,82.7
WWS,20231120,89.54
DINO,20240514,151.95
FLYN,20240729,86.4
GUST,20230804,155.28
GUST,20231006,144.09
WWS,20231016,89.68
WWS,20240325,98.18
WWS,20230707,82.7
WWS,20240711,113.94
GUST,20240409,156.66
WWS,20231128,89.14
FLYN,20240103,92.38
WWS,20231214,89.95
GUST,20240117,149.94
GUST,20230927,147.34
GUST,20230712,148.85
