NrOfTransactions=5;From=6/1/2023;Until=8/23/2024;StartAmount=10000;
BTMC,20240509,136.38
BTMC,20240510,136.27
BTMC,20240328,116.25
BTMC,20240603,146.92
BTMC,20230718,75.67
BTMC,20240215,135.32
BTMC,20230928,95.61
BTMC,20231024,108.34
BTMC,20230907,96.61
BTMC,20230711,71.04
BTMC,20240213,129.04
BTMC,20230601,69.09
BTMC,20240524,157.57
BTMC,20231108,109.65
BTMC,20240715,137.99
BTMC,20240223,127.69
BTMC,20240730,123.16
BTMC,20230616,79.87
BTMC,20240711,139.24
BTMC,20230727,84.53
BTMC,20230615,80.82
BTMC,20240105,146.53
BTMC,20230915,99.46
BTMC,20240124,144.5
BTMC,20230605,68.06
BTMC,20230817,79.66
BTMC,20240626,138.23
BTMC,20240424,127.55
BTMC,20231009,106.96
BTMC,20240722,134.24
BTMC,20240415,114.29
BTMC,20230612,76.09
BTMC,20240412,115.5
BTMC,20230828,80.76
BTMC,20231122,117.44
BTMC,20230627,71.68
BTMC,20230629,68.9
BTMC,20230810,84.72
BTMC,20240513,140.52
BTMC,20240325,119.87
BTMC,20231211,143.01
BTMC,20231201,145.27
BTMC,20240205,121.14
BTMC,20230922,95.93
BTMC,20230804,87.52
BTMC,20240405,117.87
BTMC,20230921,92.17
BTMC,20240404,117.47
BTMC,20240530,152.03
BTMC,20240403,119.52
BTMC,20230918,99.81
BTMC,20240212,131.57
BTMC,20240228,125.01
BTMC,20240111,151.33
BTMC,20240701,132.98
BTMC,20240123,140.9
BTMC,20231116,113.05
BTMC,20240307,117.14
BTMC,20240517,146.19
BTMC,20240712,142.42
BTMC,20240502,137.54
BTMC,20231117,115.15
BTMC,20230608,74.93
BTMC,20240723,133.08
BTMC,20240104,147.74
BTMC,20240305,121.33
BTMC,20230717,79.1
BTMC,20230630,69.14
BTMC,20240306,116.64
BTMC,20231120,118.78
BTMC,20240605,142.8
BTMC,20230818,76.98
BTMC,20240516,143.38
BTMC,20240710,138.07
BTMC,20240614,148.98
BTMC,20240110,149.19
BTMC,20240401,119.16
BTMC,20240508,139.16
BTMC,20231010,109.55
BTMC,20230914,99.07
BTMC,20240131,126.87
BTMC,20230908,95.34
BTMC,20240724,131.87
BTMC,20230911,97.4
BTMC,20230628,70.21
BTMC,20240117,142.15
BTMC,20240222,131.63
BTMC,20240321,122.3
BTMC,20231206,141.99
BTMC,20231020,102.78
BTMC,20231110,109.04
BTMC,20231213,146.41
BTMC,20231101,102.93
BTMC,20240418,113.7
BTMC,20231219,150.09
BTMC,20230823,77.92
BTMC,20230622,72.89
BTMC,20231017,104.85
BTMC,20240220,131.3
BTMC,20240202,124.59
BTMC,20230623,69.8
BTMC,20230712,75.34
BTMC,20240604,145.88
BTMC,20240226,126.48
BTMC,20240326,120.1
BTMC,20240423,128.02
BTMC,20230725,82.99
BTMC,20230801,90.09
BTMC,20230626,69.58
BTMC,20240729,127.59
BTMC,20240216,135.26
BTMC,20240116,143.16
BTMC,20231113,109.23
BTMC,20240705,136.19
BTMC,20240118,142.06
BTMC,20231103,106.42
BTMC,20231107,109.37
BTMC,20230815,78.84
BTMC,20240503,140.18
BTMC,20240410,119.7
BTMC,20240304,122.12
BTMC,20240206,125.78
BTMC,20231129,141.73
BTMC,20230731,89.82
BTMC,20231102,101.31
BTMC,20240125,144.43
BTMC,20230606,72.81
BTMC,20231218,148.41
BTMC,20240130,125.28
BTMC,20230829,93.22
BTMC,20231214,146.41
BTMC,20230724,78.85
BTMC,20231115,114.42
BTMC,20231121,117.34
BTMC,20240408,117.62
BTMC,20240214,132.01
BTMC,20230822,77.49
BTMC,20240507,137.65
BTMC,20240227,128.33
BTMC,20240731,128.89
BTMC,20240327,116.66
BTMC,20240417,113.43
BTMC,20230728,89.35
BTMC,20230807,85.6
BTMC,20230710,70.14
BTMC,20240109,150.48
BTMC,20240709,137.72
BTMC,20230824,78.27
BTMC,20240103,148.95
BTMC,20230905,101.06
BTMC,20240426,129.31
BTMC,20240716,135.84
BTMC,20240520,146.77
BTMC,20231114,111
BTMC,20230621,73.03
BTMC,20240612,151
BTMC,20240308,110.34
BTMC,20240515,141.3
BTMC,20230721,75.97
BTMC,20231030,104.26
BTMC,20230925,96.69
BTMC,20231207,140.29
BTMC,20230706,67.69
BTMC,20240522,147.09
BTMC,20231011,110.07
BTMC,20240611,146.93
BTMC,20231012,106.9
BTMC,20240129,130.15
BTMC,20240501,124.49
BTMC,20240725,129.74
BTMC,20240718,132.08
BTMC,20240311,111.89
BTMC,20240207,128.78
BTMC,20230901,103.29
BTMC,20230802,84.01
BTMC,20230613,77.46
BTMC,20240122,141.37
BTMC,20231220,146.43
BTMC,20230926,93.93
BTMC,20240625,140
BTMC,20230809,83.48
BTMC,20231124,118.7
BTMC,20230703,71.29
BTMC,20240528,149.72
BTMC,20240506,138.64
BTMC,20230831,98.97
BTMC,20240514,138.69
BTMC,20230830,98.14
BTMC,20230825,79.91
BTMC,20240229,124.54
BTMC,20240610,148.48
BTMC,20240607,143.9
BTMC,20231205,143.46
BTMC,20240617,148.3
BTMC,20240201,126.59
BTMC,20240531,149.78
BTMC,20230929,98.07
BTMC,20231127,117.72
BTMC,20240126,141.77
BTMC,20240606,143.83
BTMC,20230821,78.06
BTMC,20231027,108.28
BTMC,20240402,118.24
BTMC,20231109,108.33
BTMC,20231204,142.83
BTMC,20240425,125.79
BTMC,20231019,104.07
BTMC,20240108,147.55
BTMC,20231025,107.49
BTMC,20231031,101.42
BTMC,20240318,128.71
BTMC,20240702,133.88
BTMC,20231018,105.33
BTMC,20231128,139
BTMC,20240416,113.52
BTMC,20240419,113.49
BTMC,20230614,78.67
BTMC,20231227,144.45
BTMC,20240523,153.63
BTMC,20240312,118.16
BTMC,20240322,122.99
BTMC,20231226,145.22
BTMC,20231005,98.36
BTMC,20240314,123.2
BTMC,20240320,132.17
BTMC,20240313,122.36
BTMC,20240628,132.95
BTMC,20230808,83.72
BTMC,20230919,98.35
BTMC,20240624,141.53
BTMC,20231222,144.48
BTMC,20240102,145.64
